 -8;0
 -4;0
 0;0
 4;0
 8;0
 12;0
 16;0
 20;0
 24;0
 28;0
 32;0
 36;0
 40;0
 44;1
 48;1
 52;1
 56;1
 60;2
 64;2
 68;2
 72;2
 76;3
 80;3
 84;3
 88;3
 92;4
 96;4
 100;4
 104;4
 108;4
 112;4
 116;4
 120;5
 124;5
 128;6
 132;7
 136;9
 140;13
 144;19
 148;29
 152;44
 156;64
 160;90
 164;120
 168;152
 172;181
 176;205
 180;221
 184;226
 188;226
 192;237
 196;290
 200;422
 204;674
 208;1055
 212;1543
 216;2081
 220;2569
 224;2916
 228;3088
 232;3124
 236;3126
 240;3202
 244;3410
 248;3736
 252;4102
 256;4440
 260;4707
 264;4888
 268;4994
 272;5047
 276;5062
 280;5055
 284;5034
 288;5005
 292;4975
 296;4951
 300;4935
 304;4932
 308;4936
 312;4933
 316;4889
 320;4767
 324;4523
 328;4148
 332;3665
 336;3130
 340;2644
 344;2299
 348;2127
 352;2091
 356;2089
 360;2012
 364;1804
 368;1478
 372;1110
 376;771
 380;503
 384;318
 388;203
 392;137
 396;101
 400;82
 404;74
 408;71
 412;70
 416;70
 420;70
 424;68
 428;63
 432;55
 436;46
 440;36
 444;28
 448;22
 452;17
 456;14
 460;12
 464;11
 468;10
 472;9
 476;9
 480;9
 484;9
 488;10
 492;10
 496;9
 500;8
 504;6
 508;5
 512;5
 516;5
 520;5
 524;6
 528;6
 532;6
 536;6
 540;6
 544;6
 548;7
 552;7
 556;7
 560;7
 564;7
 568;7
 572;7
 576;7
 580;7
 584;7
 588;7
 592;7
 596;7
 600;7
 604;7
 608;7
 612;7
 616;6
 620;6
 624;5
 628;5
 632;4
 636;3
 640;3
 644;3
 648;3
 652;3
 656;3
 660;2
 664;2
 668;2
 672;2
 676;3
 680;3
 684;3
 688;4
 692;4
 696;4
 700;4
 704;4
 708;4
 712;4
 716;4
 720;4
 724;4
 728;4
 732;4
 736;4
 740;4
 744;4
 748;5
 752;6
 756;6
 760;7
 764;8
 768;9
 772;12
 776;17
 780;24
 784;36
 788;53
 792;75
 796;101
 800;130
 804;160
 808;186
 812;206
 816;216
 820;217
 824;220
 828;252
 832;349
 836;552
 840;885
 844;1333
 848;1846
 852;2342
 856;2738
 860;2973
 864;3056
 868;3060
 872;3082
 876;3201
 880;3436
 884;3742
 888;4061
 892;4328
 896;4526
 900;4660
 904;4738
 908;4773
 912;4783
 916;4774
 920;4752
 924;4724
 928;4698
 932;4678
 936;4671
 940;4677
 944;4683
 948;4662
 952;4575
 956;4382
 960;4056
 964;3613
 968;3103
 972;2609
 976;2215
 980;1980
 984;1897
 988;1893
 992;1871
 996;1751
 1000;1515
 1004;1208
 1008;888
 1012;618
 1016;416
 1020;275
 1024;185
 1028;132
 1032;100
 1036;83
 1040;76
 1044;75
 1048;75
 1052;75
 1056;71
 1060;65
 1064;55
 1068;44
 1072;34
 1076;24
 1080;17
 1084;13
 1088;10
 1092;8
 1096;8
 1100;7
 1104;7
 1108;7
 1112;7
 1116;7
 1120;7
 1124;7
 1128;7
 1132;7
 1136;7
 1140;7
 1144;7
 1148;6
 1152;6
 1156;5
 1160;5
 1164;4
 1168;4
 1172;4
 1176;4
 1180;4
 1184;4
 1188;4
 1192;4
 1196;4
 1200;3
 1204;3
 1208;3
 1212;3
 1216;2
 1220;2
 1224;2
 1228;2
 1232;1
 1236;1
 1240;1
 1244;1
 1248;1
 1252;1
 1256;1
 1260;1
 1264;1
 1268;1
 1272;1
 1276;1
 1280;1
 1284;1
 1288;1
 1292;2
 1296;2
 1300;2
 1304;2
 1308;2
 1312;2
 1316;2
 1320;2
 1324;2
 1328;2
 1332;2
 1336;3
 1340;4
 1344;4
 1348;5
 1352;5
 1356;5
 1360;5
 1364;5
 1368;6
 1372;6
 1376;8
 1380;9
 1384;11
 1388;13
 1392;15
 1396;17
 1400;19
 1404;23
 1408;30
 1412;40
 1416;55
 1420;76
 1424;100
 1428;128
 1432;156
 1436;182
 1440;203
 1444;214
 1448;217
 1452;217
 1456;239
 1460;318
 1464;495
 1468;795
 1472;1213
 1476;1709
 1480;2214
 1484;2639
 1488;2921
 1492;3040
 1496;3057
 1500;3063
 1504;3152
 1508;3364
 1512;3675
 1516;4027
 1520;4351
 1524;4611
 1528;4797
 1532;4918
 1536;4987
 1540;5017
 1544;5018
 1548;5000
 1552;4974
 1556;4948
 1560;4930
 1564;4927
 1568;4937
 1572;4952
 1576;4947
 1580;4882
 1584;4716
 1588;4424
 1592;4013
 1596;3520
 1600;3018
 1604;2594
 1608;2312
 1612;2193
 1616;2175
 1620;2166
 1624;2076
 1628;1863
 1632;1549
 1636;1196
 1640;869
 1644;605
 1648;413
 1652;281
 1656;197
 1660;147
 1664;121
 1668;111
 1672;110
 1676;109
 1680;106
 1684;98
 1688;84
 1692;68
 1696;50
 1700;36
 1704;24
 1708;15
 1712;9
 1716;5
 1720;3
 1724;2
 1728;1
 1732;1
 1736;1
 1740;2
 1744;2
 1748;2
 1752;3
 1756;3
 1760;3
 1764;3
 1768;3
 1772;3
 1776;3
 1780;3
 1784;3
 1788;3
 1792;3
 1796;3
 1800;3
 1804;3
 1808;4
 1812;4
 1816;4
 1820;4
 1824;4
 1828;4
 1832;4
 1836;4
 1840;4
 1844;3
 1848;3
 1852;3
 1856;3
 1860;2
 1864;2
 1868;2
 1872;1
 1876;1
 1880;1
 1884;1
 1888;1
 1892;1
 1896;1
 1900;1
 1904;1
 1908;1
 1912;0
 1916;0
 1920;0
 1924;0
 1928;0
 1932;0
 1936;0
 1940;0
 1944;1
 1948;1
 1952;1
 1956;2
 1960;3
 1964;3
 1968;3
 1972;4
 1976;4
 1980;4
 1984;4
 1988;4
 1992;4
 1996;4
 2000;4
 2004;4
 2008;5
 2012;6
 2016;6
 2020;8
 2024;9
 2028;10
 2032;13
 2036;18
 2040;25
 2044;37
 2048;53
 2052;76
 2056;102
 2060;132
 2064;163
 2068;193
 2072;217
 2076;231
 2080;233
 2084;234
 2088;256
 2092;339
 2096;522
 2100;842
 2104;1290
 2108;1828
 2112;2374
 2116;2838
 2120;3145
 2124;3281
 2128;3302
 2132;3310
 2136;3414
 2140;3665
 2144;4031
 2148;4433
 2152;4798
 2156;5075
 2160;5255
 2164;5355
 2168;5398
 2172;5404
 2176;5388
 2180;5362
 2184;5330
 2188;5300
 2192;5276
 2196;5264
 2200;5266
 2204;5272
 2208;5257
 2212;5182
 2216;5007
 2220;4693
 2224;4250
 2228;3715
 2232;3171
 2236;2708
 2240;2402
 2244;2266
 2248;2245
 2252;2236
 2256;2131
 2260;1879
 2264;1512
 2268;1108
 2272;741
 2276;459
 2280;271
 2284;159
 2288;100
 2292;73
 2296;62
 2300;59
 2304;58
 2308;58
 2312;57
 2316;55
 2320;50
 2324;44
 2328;36
 2332;28
 2336;21
 2340;14
 2344;9
 2348;6
 2352;4
 2356;3
 2360;2
 2364;2
 2368;2
 2372;2
 2376;2
 2380;2
 2384;2
 2388;2
 2392;3
 2396;3
 2400;3
 2404;3
 2408;3
 2412;3
 2416;3
 2420;3
 2424;3
 2428;3
 2432;3
 2436;3
 2440;3
 2444;3
 2448;3
 2452;3
 2456;3
 2460;2
 2464;2
 2468;2
 2472;2
 2476;2
 2480;2
 2484;2
 2488;2
 2492;1
 2496;1
 2500;1
 2504;1
 2508;1
 2512;1
 2516;1
 2520;1
 2524;0
 2528;0
 2532;0
 2536;0
 2540;0
 2544;0
 2548;0
 2552;0
 2556;0
 2560;0
 2564;0
 2568;0
 2572;0
 2576;1
 2580;1
 2584;1
 2588;2
 2592;2
 2596;3
 2600;3
 2604;3
 2608;3
 2612;3
 2616;3
 2620;3
 2624;3
 2628;3
 2632;4
 2636;4
 2640;4
 2644;5
 2648;6
 2652;7
 2656;8
 2660;11
 2664;15
 2668;21
 2672;32
 2676;47
 2680;68
 2684;94
 2688;124
 2692;155
 2696;187
 2700;215
 2704;233
 2708;240
 2712;240
 2716;249
 2720;300
 2724;432
 2728;678
 2732;1046
 2736;1510
 2740;2006
 2744;2470
 2748;2810
 2752;2997
 2756;3050
 2760;3050
 2764;3090
 2768;3239
 2772;3496
 2776;3815
 2780;4132
 2784;4404
 2788;4606
 2792;4736
 2796;4811
 2800;4844
 2804;4846
 2808;4829
 2812;4802
 2816;4770
 2820;4742
 2824;4725
 2828;4723
 2832;4733
 2836;4735
 2840;4697
 2844;4576
 2848;4340
 2852;3979
 2856;3519
 2860;3026
 2864;2564
 2868;2226
 2872;2039
 2876;1986
 2880;1986
 2884;1945
 2888;1796
 2892;1538
 2896;1218
 2900;897
 2904;621
 2908;413
 2912;272
 2916;182
 2920;129
 2924;101
 2928;88
 2932;83
 2936;82
 2940;82
 2944;80
 2948;74
 2952;65
 2956;53
 2960;41
 2964;29
 2968;19
 2972;13
 2976;8
 2980;4
 2984;2
 2988;1
 2992;0
 2996;0
 3000;0
 3004;0
 3008;0
 3012;0
 3016;0
 3020;0
 3024;0
 3028;0
 3032;1
 3036;1
 3040;1
 3044;1
 3048;1
 3052;1
 3056;1
 3060;1
 3064;1
 3068;1
 3072;2
 3076;2
 3080;2
 3084;2
 3088;2
 3092;2
 3096;2
 3100;2
 3104;2
 3108;2
 3112;2
 3116;2
 3120;2
 3124;2
 3128;2
 3132;2
 3136;2
 3140;2
 3144;1
 3148;1
 3152;1
 3156;1
 3160;1
 3164;1
 3168;1
 3172;1
 3176;1
 3180;1
 3184;1
 3188;1
 3192;1
 3196;1
 3200;1
 3204;1
 3208;2
 3212;2
 3216;2
 3220;2
 3224;3
 3228;3
 3232;3
 3236;4
 3240;4
 3244;4
 3248;4
 3252;4
 3256;4
 3260;4
 3264;4
 3268;4
 3272;4
 3276;5
 3280;5
 3284;6
 3288;6
 3292;7
 3296;9
 3300;13
 3304;20
 3308;30
 3312;44
 3316;65
 3320;89
 3324;117
 3328;144
 3332;170
 3336;191
 3340;202
 3344;204
 3348;205
 3352;226
 3356;299
 3360;462
 3364;744
 3368;1155
 3372;1651
 3376;2155
 3380;2588
 3384;2870
 3388;2994
 3392;3010
 3396;3021
 3400;3121
 3404;3350
 3408;3676
 3412;4035
 3416;4353
 3420;4596
 3424;4757
 3428;4852
 3432;4899
 3436;4910
 3440;4901
 3444;4877
 3448;4850
 3452;4824
 3456;4804
 3460;4795
 3464;4798
 3468;4804
 3472;4793
 3476;4729
 3480;4576
 3484;4301
 3488;3896
 3492;3403
 3496;2901
 3500;2470
 3504;2189
 3508;2065
 3512;2050
 3516;2039
 3520;1938
 3524;1709
 3528;1382
 3532;1021
 3536;701
 3540;455
 3544;287
 3548;182
 3552;121
 3556;89
 3560;74
 3564;69
 3568;69
 3572;69
 3576;68
 3580;65
 3584;60
 3588;52
 3592;43
 3596;33
 3600;24
 3604;16
 3608;11
 3612;8
 3616;5
 3620;3
 3624;2
 3628;2
 3632;2
 3636;2
 3640;2
 3644;2
 3648;2
 3652;2
 3656;2
 3660;3
 3664;3
 3668;3
 3672;3
 3676;3
 3680;2
 3684;2
 3688;2
 3692;2
 3696;2
 3700;2
 3704;2
 3708;2
 3712;2
 3716;2
 3720;2
 3724;2
 3728;2
 3732;2
 3736;2
 3740;2
 3744;2
 3748;1
 3752;1
 3756;1
 3760;1
 3764;1
 3768;1
 3772;1
 3776;1
 3780;1
 3784;0
 3788;0
 3792;1
 3796;1
 3800;1
 3804;1
 3808;1
 3812;1
 3816;1
 3820;1
 3824;1
 3828;1
 3832;2
 3836;2
 3840;2
 3844;2
 3848;3
 3852;3
 3856;4
 3860;5
 3864;5
 3868;6
 3872;6
 3876;6
 3880;6
 3884;6
 3888;6
 3892;6
 3896;6
 3900;6
 3904;6
 3908;7
 3912;8
 3916;9
 3920;10
 3924;11
 3928;13
 3932;15
 3936;18
 3940;23
 3944;31
 3948;44
 3952;62
 3956;84
 3960;108
 3964;134
 3968;157
 3972;176
 3976;186
 3980;188
 3984;188
 3988;201
 3992;257
 3996;389
 4000;629
 4004;990
 4008;1438
 4012;1918
 4016;2337
 4020;2625
 4024;2757
 4028;2778
 4032;2782
 4036;2861
 4040;3063
 4044;3362
 4048;3694
 4052;3993
 4056;4219
 4060;4369
 4064;4450
 4068;4487
 4072;4496
 4076;4485
 4080;4466
 4084;4441
 4088;4417
 4092;4398
 4096;4388
 4100;4387
 4104;4391
 4108;4384
 4112;4336
 4116;4214
 4120;3981
 4124;3627
 4128;3184
 4132;2707
 4136;2291
 4140;2004
 4144;1873
 4148;1851
 4152;1846
 4156;1766
 4160;1564
 4164;1263
 4168;930
 4172;629
 4176;399
 4180;245
 4184;155
 4188;105
 4192;79
 4196;67
 4200;62
 4204;61
 4208;61
 4212;61
 4216;60
 4220;59
 4224;55
 4228;48
 4232;40
 4236;30
 4240;22
 4244;15
 4248;10
 4252;7
 4256;5
 4260;4
 4264;3
 4268;3
 4272;3
 4276;3
 4280;3
 4284;4
 4288;4
 4292;5
 4296;5
 4300;6
 4304;6
 4308;6
 4312;6
 4316;6
 4320;5
 4324;5
 4328;5
 4332;5
 4336;5
 4340;6
 4344;6
 4348;6
 4352;6
 4356;6
 4360;7
 4364;7
 4368;7
 4372;7
 4376;7
 4380;7
 4384;7
 4388;7
 4392;7
 4396;7
 4400;7
 4404;6
 4408;6
 4412;5
 4416;5
 4420;4
 4424;4
 4428;4
 4432;4
 4436;4
 4440;4
 4444;4
 4448;3
 4452;3
 4456;3
 4460;3
 4464;3
 4468;3
 4472;3
 4476;3
 4480;4
 4484;4
 4488;4
 4492;5
 4496;5
 4500;5
 4504;5
 4508;5
 4512;4
 4516;4
 4520;4
 4524;4
 4528;5
 4532;5
 4536;5
 4540;6
 4544;6
 4548;7
 4552;7
 4556;8
 4560;9
 4564;11
 4568;15
 4572;22
 4576;31
 4580;46
 4584;65
 4588;89
 4592;117
 4596;148
 4600;179
 4604;207
 4608;224
 4612;230
 4616;230
 4620;243
 4624;307
 4628;461
 4632;737
 4636;1133
 4640;1621
 4644;2125
 4648;2566
 4652;2879
 4656;3033
 4660;3069
 4664;3069
 4668;3125
 4672;3292
 4676;3562
 4680;3881
 4684;4192
 4688;4458
 4692;4654
 4696;4786
 4700;4861
 4704;4898
 4708;4904
 4712;4889
 4716;4860
 4720;4828
 4724;4801
 4728;4789
 4732;4792
 4736;4804
 4740;4805
 4744;4755
 4748;4613
 4752;4347
 4756;3958
 4760;3475
 4764;2973
 4768;2534
 4772;2221
 4776;2068
 4780;2032
 4784;2031
 4788;1975
 4792;1807
 4796;1537
 4800;1217
 4804;903
 4808;633
 4812;431
 4816;290
 4820;200
 4824;144
 4828;114
 4832;101
 4836;98
 4840;98
 4844;96
 4848;92
 4852;82
 4856;70
 4860;55
 4864;41
 4868;29
 4872;19
 4876;12
 4880;7
 4884;4
 4888;3
 4892;2
 4896;1
 4900;1
 4904;1
 4908;1
 4912;2
 4916;2
 4920;2
 4924;2
 4928;2
 4932;2
 4936;2
 4940;2
 4944;2
 4948;2
 4952;2
 4956;2
 4960;2
 4964;2
 4968;2
 4972;3
 4976;3
 4980;3
 4984;3
 4988;3
 4992;3
 4996;3
 5000;3
 5004;3
 5008;3
 5012;3
 5016;3
 5020;2
 5024;2
 5028;2
 5032;2
 5036;2
 5040;2
 5044;2
 5048;2
 5052;1
 5056;1
 5060;1
 5064;1
 5068;1
 5072;1
 5076;1
 5080;1
 5084;1
 5088;1
 5092;1
 5096;1
 5100;2
 5104;2
 5108;3
 5112;4
 5116;4
 5120;4
 5124;5
 5128;5
 5132;5
 5136;5
 5140;5
 5144;5
 5148;5
 5152;5
 5156;5
 5160;4
 5164;4
 5168;4
 5172;4
 5176;5
 5180;5
 5184;6
 5188;7
 5192;9
 5196;11
 5200;14
 5204;18
 5208;23
 5212;33
 5216;47
 5220;66
 5224;89
 5228;115
 5232;142
 5236;168
 5240;188
 5244;200
 5248;202
 5252;204
 5256;226
 5260;303
 5264;476
 5268;770
 5272;1188
 5276;1684
 5280;2197
 5284;2623
 5288;2899
 5292;3014
 5296;3026
 5300;3042
 5304;3161
 5308;3418
 5312;3770
 5316;4142
 5320;4466
 5324;4709
 5328;4862
 5332;4946
 5336;4979
 5340;4983
 5344;4967
 5348;4943
 5352;4915
 5356;4889
 5360;4869
 5364;4861
 5368;4866
 5372;4873
 5376;4861
 5380;4795
 5384;4633
 5388;4348
 5392;3938
 5396;3447
 5400;2939
 5404;2515
 5408;2240
 5412;2124
 5416;2112
 5420;2096
 5424;1976
 5428;1718
 5432;1365
 5436;991
 5440;664
 5444;418
 5448;260
 5452;166
 5456;119
 5460;96
 5464;88
 5468;86
 5472;86
 5476;86
 5480;85
 5484;81
 5488;74
 5492;66
 5496;55
 5500;44
 5504;34
 5508;24
 5512;17
 5516;11
 5520;7
 5524;5
 5528;4
 5532;4
 5536;4
 5540;4
 5544;5
 5548;5
 5552;5
 5556;5
 5560;5
 5564;5
 5568;5
 5572;4
 5576;4
 5580;4
 5584;3
 5588;3
 5592;3
 5596;4
 5600;4
 5604;4
 5608;4
 5612;4
 5616;4
 5620;4
 5624;4
 5628;4
 5632;4
 5636;4
 5640;4
 5644;4
 5648;4
 5652;3
 5656;3
 5660;3
 5664;3
 5668;3
 5672;2
 5676;2
 5680;2
 5684;1
 5688;1
 5692;1
 5696;1
 5700;1
 5704;1
 5708;1
 5712;1
 5716;1
 5720;0
 5724;0
 5728;0
 5732;0
 5736;0
 5740;0
 5744;1
 5748;1
 5752;1
 5756;1
 5760;2
 5764;2
 5768;3
 5772;3
 5776;3
 5780;3
 5784;3
 5788;3
 5792;3
 5796;3
 5800;4
 5804;4
 5808;5
 5812;5
 5816;6
 5820;7
 5824;8
 5828;11
 5832;15
 5836;21
 5840;29
 5844;41
 5848;57
 5852;78
 5856;102
 5860;128
 5864;154
 5868;176
 5872;191
 5876;195
 5880;195
 5884;206
 5888;262
 5892;403
 5896;655
 5900;1029
 5904;1493
 5908;1990
 5912;2430
 5916;2743
 5920;2897
 5924;2931
 5928;2932
 5932;2996
 5936;3173
 5940;3448
 5944;3767
 5948;4071
 5952;4320
 5956;4501
 5960;4625
 5964;4703
 5968;4743
 5972;4754
 5976;4743
 5980;4721
 5984;4695
 5988;4674
 5992;4665
 5996;4671
 6000;4685
 6004;4691
 6008;4653
 6012;4527
 6016;4285
 6020;3918
 6024;3458
 6028;2964
 6032;2525
 6036;2212
 6040;2058
 6044;2024
 6048;2022
 6052;1958
 6056;1780
 6060;1504
 6064;1184
 6068;877
 6072;625
 6076;437
 6080;305
 6084;215
 6088;159
 6092;127
 6096;114
 6100;110
 6104;110
 6108;109
 6112;103
 6116;93
 6120;78
 6124;60
 6128;43
 6132;28
 6136;17
 6140;10
 6144;6
 6148;3
 6152;2
 6156;2
 6160;1
 6164;1
 6168;1
 6172;1
 6176;1
 6180;2
 6184;2
 6188;2
 6192;3
 6196;3
 6200;3
 6204;3
 6208;3
 6212;3
 6216;3
 6220;3
 6224;4
 6228;4
 6232;5
 6236;5
 6240;5
 6244;5
 6248;5
 6252;5
 6256;5
 6260;5
 6264;5
 6268;5
 6272;5
 6276;5
 6280;5
 6284;5
 6288;5
 6292;5
 6296;5
 6300;4
 6304;4
 6308;4
 6312;3
 6316;3
 6320;3
 6324;2
 6328;2
 6332;2
 6336;2
 6340;2
 6344;1
 6348;1
 6352;1
 6356;0
 6360;0
 6364;0
 6368;1
 6372;1
 6376;2
 6380;2
 6384;2
 6388;2
 6392;2
 6396;2
 6400;2
 6404;2
 6408;2
 6412;2
 6416;2
 6420;3
 6424;3
 6428;3
 6432;3
 6436;3
 6440;3
 6444;3
 6448;4
 6452;4
 6456;5
 6460;8
 6464;13
 6468;21
 6472;35
 6476;52
 6480;76
 6484;104
 6488;134
 6492;163
 6496;189
 6500;208
 6504;216
 6508;217
 6512;221
 6516;258
 6520;362
 6524;570
 6528;903
 6532;1352
 6536;1856
 6540;2336
 6544;2703
 6548;2906
 6552;2965
 6556;2965
 6560;3010
 6564;3173
 6568;3455
 6572;3801
 6576;4140
 6580;4413
 6584;4611
 6588;4731
 6592;4791
 6596;4810
 6600;4802
 6604;4780
 6608;4752
 6612;4722
 6616;4696
 6620;4679
 6624;4674
 6628;4680
 6632;4684
 6636;4658
 6640;4565
 6644;4365
 6648;4038
 6652;3595
 6656;3095
 6660;2618
 6664;2252
 6668;2049
 6672;1991
 6676;1991
 6680;1945
 6684;1782
 6688;1500
 6692;1153
 6696;813
 6700;537
 6704;334
 6708;206
 6712;133
 6716;96
 6720;80
 6724;74
 6728;72
 6732;72
 6736;72
 6740;70
 6744;66
 6748;60
 6752;51
 6756;40
 6760;30
 6764;21
 6768;15
 6772;9
 6776;5
 6780;3
 6784;2
 6788;1
 6792;1
 6796;1
 6800;1
 6804;1
 6808;2
 6812;2
 6816;2
 6820;3
 6824;3
 6828;3
 6832;3
 6836;3
 6840;3
 6844;3
 6848;3
 6852;3
 6856;3
 6860;3
 6864;3
 6868;3
 6872;3
 6876;3
 6880;4
 6884;4
 6888;3
 6892;3
 6896;3
 6900;3
 6904;3
 6908;3
 6912;3
 6916;3
 6920;2
 6924;2
 6928;2
 6932;2
 6936;1
 6940;1
 6944;1
 6948;1
 6952;1
 6956;1
 6960;1
 6964;1
 6968;1
 6972;1
 6976;1
 6980;1
 6984;1
 6988;1
 6992;1
 6996;1
 7000;1
 7004;1
 7008;1
 7012;2
 7016;2
 7020;3
 7024;3
 7028;3
 7032;3
 7036;3
 7040;3
 7044;3
 7048;3
 7052;4
 7056;4
 7060;5
 7064;6
 7068;7
 7072;7
 7076;8
 7080;9
 7084;11
 7088;13
 7092;17
 7096;23
 7100;34
 7104;48
 7108;69
 7112;93
 7116;121
 7120;149
 7124;173
 7128;190
 7132;198
 7136;197
 7140;204
 7144;250
 7148;373
 7152;603
 7156;956
 7160;1413
 7164;1917
 7168;2389
 7172;2749
 7176;2951
 7180;3015
 7184;3016
 7188;3049
 7192;3189
 7196;3446
 7200;3772
 7204;4104
 7208;4396
 7212;4622
 7216;4779
 7220;4876
 7224;4929
 7228;4944
 7232;4935
 7236;4910
 7240;4882
 7244;4859
 7248;4847
 7252;4848
 7256;4860
 7260;4866
 7264;4833
 7268;4719
 7272;4498
 7276;4150
 7280;3698
 7284;3196
 7288;2726
 7292;2366
